,Unnamed: 0,text,intent,intentId,labels,scores
986,1445,"Here is a way to download folders all at once. I work for a law firm and We had a HUGE document production to download.  25 folders on the main page with subfolders inside. I was VERY glad I discovered this method.  It took minutes to do as compared to saving each document individually. The above options did not work for me so if they didn't work for you either, try this.  Go to the opening screen for your project in Dropbox and click on the ""DOWNLOAD"" button, then RIGHT click on ""Download as .zip"" option and choose ""Save Target as"".  This will permit you to navigate to your hard drive to save the zip file where you desire.  To open the zip file, again right click and choose ""Open With"" then ""WINZIP"" (if that is your extraction program of choice) and another screen will open so you can then extract the files.",Is there an easy way to download entire folders from the Dropbox website?,93,92,5
987,1037,How do I enforce that stuff i posted on facebook will stay private?,How do I ensure that what I post on Facebook stays private?,65,64,5
988,449,I'd like to transfer attachment from one mail to another in gmail.,"In Gmail, how can I attach an attachment from one email to another, without saving the attachment first or forwarding the message?",28,27,5
989,780,Exporting gmail mails to my computer for backup purposes.,How can I back up all emails stored in my Gmail account?,48,47,5
990,438,Is it possible to communicate with a particular user on github.,Any way to contact a user on Github?,27,26,5
991,162,Is it possible to export gmail messages to text files?,Export Gmail messages to text or HTML files,10,9,5
992,611,"I only use it for facts, plotting graphs ( sin(x) ) and funny words! ( cosy sins - try it!)",What is Wolfram Alpha good for? [closed],37,36,5
993,436,Is there a possibility to send messages over github.,Any way to contact a user on Github?,27,26,5
994,1241,"It appears Hangouts on my Android phone works without a Google+ account, but many features such as photo sharing are disabled.  Hangouts for Chrome browser extension insists on creating a Google+ account.  Things could change.  I do not like how Google is pushing all users to Google+.",Is there a way to join Google Hangouts without a Google+ account?,79,78,5
995,506,Try this online Syntax highlighter:  http://tohtml.com/  It converts your code to HTML and uses inline styling highlight the syntax etc.,What is the easiest way to format code when pasting to Gmail?,31,30,5
996,187,"How is it possible that when resetting password, facebook will detect if you are already logged into your gmail account.",Facebook detects if you are logged in Gmail,11,10,5
997,1027,"Dropbox supports sharing content across multiple accounts.   On the Dropbox website, using the account you wish to share from, create a new folder (e.g. ""my project"")  In the top toolbar, select ""Invite to folder"", enter the email addresses for the recipients (make sure it's the email they already use for their Dropbox account).  Each recipient will get an email asking if they wish to accept the share. When they do, the new folder (e.g. ""my project"") will appear and synch in their personal account.  The recipient can reorganise as they see fit.  just move the location of the folder in their account (say to move it into a ""shared"" folder or a ""Projects for Matt"" folder) - it won't affect anyone else who is sharing it (only changes to the contents of the folder will)",Multiple dropbox accounts on one PC?,64,63,5
998,822,"I'd like to completely delete all my mails in gmail, what's the fastest way to do this?",How do I delete all my mail from my Gmail account?,51,50,5
999,448,"This question has an answer at Stack Overflow .   Although GitHub removed the private messaging feature, there's still an alternative.  GitHub host git repositories. If the user you're willing to communicate with has ever committed some code, there are good chances you may reach your goal. Indeed, within each commit is stored some information about the author of the change or the one who accepted it.  Provided you're really dying to exchange with user user_test   Display the public activity page of the user:  https://github.com/user_test?tab=activity  Search for an event stating ""user_test pushed to [branch] at   [repository]"" . There are usually good chances, he may have pushed one   of his own commits. Ensure this is the case by clicking on the ""View    comparison..."" link and make sure the user is listed as one of the committers.  Clone on your local machine the repository he pushed to: git clone   https://github.com/..../repository.git  Go to that directory cd repository  Checkout the branch he pushed to: git checkout [branch]  Display    the latest commits: git log -50   As a committer/author, an email should be displayed along with the commit data.  Note: Every warning related to unsolicited email should apply there. Do not spam.",Any way to contact a user on Github?,27,26,5
1000,404,I want to become a follower of a person on twitter but I'd like it to be a secret. Is this possible?,How can I follow someone on Twitter without them knowing?,25,24,5
1001,382,"Unfortunately, no for lists and boards (for the moment). Card delete has been added since launch. Trello blog gives the answer as follows:   Can I delete a board/list/card and make it go away forever?  Trello doesn't have board or list delete. Archive and close have a   similar effect. Card delete has been added since launch.  To delete a card, first archive it, then click delete from the sidebar   back of the card OR click 'view archive' from the board sidebar, find   the card, and delete it.   I've also found this bug annoying and contacted them.  Edit: Card delete has been added since launch.",How do I delete a list or card in Trello?,23,22,5
